-4.416667	-1.566667	-1
-0.583333	-0.650000	-1
-1.583333	-4.150000	-1
-4.150000	-2.116667	-1
-1.966667	-2.333333	-1
-0.366667	-3.066667	-1
-1.933333	-4.033333	-1
-1.150000	-3.133333	-1
-4.850000	-0.350000	-1
-1.200000	-4.900000	-1
-3.750000	-4.333333	-1
-2.850000	-3.116667	-1
-2.916667	-2.050000	-1
-2.033333	-3.900000	-1
-0.950000	-1.000000	-1
-2.400000	-0.366667	1
-2.583333	-3.850000	-1
-1.016667	-0.033333	-1
-3.000000	-0.166667	1
-2.150000	-0.833333	-1
-3.383333	-3.383333	-1
-4.766667	-0.316667	-1
-2.416667	-0.916667	-1
-3.450000	-3.133333	-1
-2.133333	-0.516667	1
-3.900000	-1.750000	-1
-4.850000	-1.766667	-1
-4.883333	-3.633333	-1
-3.816667	-2.783333	-1
-3.416667	-4.766667	-1
-3.783333	-1.683333	-1
-0.150000	-2.233333	-1
-0.533333	-2.033333	-1
-2.266667	-4.400000	-1
-2.216667	-0.283333	1
-0.250000	-0.600000	-1
-4.533333	-0.016667	1
-1.783333	-1.950000	-1
-1.816667	-1.100000	-1
-0.950000	-4.816667	-1
-1.616667	-4.866667	-1
-1.583333	-2.333333	-1
-2.500000	-1.466667	-1
-1.833333	-1.316667	-1
-4.250000	-0.250000	1
-1.950000	-3.900000	-1
-1.933333	-2.966667	-1
-1.150000	-2.466667	-1
-0.016667	-4.283333	-1
-2.750000	-3.100000	-1
-0.450000	-3.000000	-1
-4.566667	-4.983333	-1
-3.883333	-1.350000	-1
-1.950000	-1.566667	-1
-2.450000	-3.766667	-1
-1.400000	-4.933333	-1
